ID,response,IL1,IL2,IL3,IL4,CIL1,CIL2,CIL3,CLI4,prime,score1,score2,score3,score4,score5,contact_type,day,hour,device
1810,0,Kindle Tablet,Device Freezes / Restarts,Unresponsive / Frozen,Out Of Warranty - No Action Taken,null,null,null,null,1,0,null,null,null,null,null,3,20,D-43
13131,0,Account Assistance / Mycd Settings,Prime,Cancel Prime Membership,null,null,null,null,null,0,null,null,null,null,null,null,4,12,D-70
11901,0,Content,Kindle Unlimited,Payment / Subscription Issues,Uknown $9.99 Charge -Kindle Unlimted Membership Fee.,null,null,null,null,0,0,0.165075511,0,0,-1,0,0,6,D-70
9316,0,Content,Periodicals & Newsstand,Billing Issues,Cc Updated,Digital Services,Kindle eBooks,Kindle E-reader,Edit my Payment method,0,0.1,null,null,null,null,null,0,16,D-44
2260,0,Account Assistance / Mycd Settings,Device Registration Assistance,Registering Kindle To Account,C. Education - Registration Info Provided,Amazon Devices And Kindle Apps,Kindle Fire Tablet,I need help registering my Kindle,null,1,0.1,null,null,null,null,null,4,12,D-16
11827,0,Kindle Tablet,Basic Info / How-To,Camera,C. Education -  General Questions,null,null,null,null,1,0.3,0.165075511,0,0,-1,0,3,22,D-16
13825,0,Apps / Games,Apps / Games Issues,Compatibility,Remote Not Compatible - Refunded App,null,null,null,null,1,0,0.176504927,0,100,-1,4,4,6,D-27
29,0,Account Assistance / Mycd Settings,Device Registration Assistance,Registering Kindle To Account,Registered Device For Customer,Order Related,Problem with an order,Other issue with order received,null,1,2,0.308300847,55,0,0,0,2,10,D-70
12736,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,Carnac Suggested,Something else,Other issues,null,0,0,null,null,null,null,null,0,15,D-70
4018,0,Content,Kindle Unlimited,Payment / Subscription Issues,How To Cancel,null,null,null,null,1,2,null,null,null,null,null,4,7,D-60
9548,0,Content,Book Syncing & Download Issues,Stuck In To Do Queue,Soft Restart - Fixed Issue,null,null,null,null,1,2,null,null,null,null,null,4,14,D-16
3424,0,Kindle Tablet,Alexa On Tablet,Basic Info / How-To,C. Education - General Info,null,null,null,null,1,0,0.308300847,50,0,0,0,5,10,D-17
11003,0,Kindle Tablet,Battery / Charging Issue,Kindle Won'T Charge,Out Of Warranty - No Action Taken,null,null,null,null,0,0,0.210158631,0,33.33,100,0,3,7,D-16
3951,0,Non-Order Related,More Non-Order Questions,Other Non-Order Question,null,null,null,null,null,1,0.4,null,null,null,null,null,4,10,D-70
10644,0,Account Assistance / Mycd Settings,Other Account/Mycd Assistance,Other Account Maintenance,C. Education,null,null,null,null,0,0.15,null,null,null,null,null,4,17,D-22
11081,0,Content,Kindle Unlimited,Payment / Subscription Issues,Uknown $9.99 Charge -Kindle Unlimted Membership Fee.,null,null,null,null,0,0,0.205320303,12.5,12.5,50,0,1,9,D-16
6950,0,Kindle Tablet,Lost / Stolen Kindle,Request To Deactivate Lost/Stolen Kindle,Verified Ownership - Deactivated,null,null,null,null,0,0,0.272894383,50,25,-1,0,4,15,D-16
1447,0,Kindle Tablet,Software Update,Already Has The Update,null,null,null,null,null,1,0,null,null,null,null,null,5,10,D-19
8994,1,Content,Other Content Topics,Next In Series,Customer Feedback - Negative,Digital Services,Kindle eBooks,Kindle E-reader,Something else,1,1.05,null,null,null,null,null,4,8,D-22
8336,0,Content,Content Returns / Refunds,Accidental Order,Refunded,Digital Services,Kindle eBooks,Kindle reading apps,Return a Kindle Book,1,0,0.205320303,0,0,0,0,3,12,D-24
13630,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,0,null,null,null,null,null,null,3,7,D-17
11837,1,Wms / Order Support / Edge-Cases,Wms - Accessory,Outside Of Delivery Estimate,C. Education - Provided Delay Cause,null,null,null,null,0,0,null,null,null,null,null,4,12,D-70
560,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,0,0,0.205320303,0,0,0,0,1,7,D-70
1945,0,Amazon Instant Video,Content,Video Subscription,Refund - Accidental,null,null,null,null,0,0,0.336313256,100,0,-1,4,0,9,D-49
10844,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,1,0,0.374049967,100,0,-1,0,5,18,D-70
12828,0,Kindle Tablet Apps,Docs,Library Questions,C. Education - Remove From Device,null,null,null,null,0,null,null,null,null,null,null,4,7,D-16
8610,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Hard Restart - Fixed Issue,null,null,null,null,1,2,0.374049967,100,0,-1,0,4,10,D-17
8860,0,Content,Book Purchase / Availability,Payment Issue,Updated Cc & Billing Addr.,null,null,null,null,0,0,null,null,null,null,null,6,8,D-44
4880,0,Replaced Device,Remote / Controller,Unresponsive,Always,null,null,null,null,1,1.8,null,null,null,null,null,2,8,D-70
3018,0,Fire Tv / Stick,Software Issue,System,Instructions Sent / Asked Customer To Call,Carnac Suggested,Order Related,null,null,1,0.55,0.235157672,33.33,66.66,-1,4,2,13,D-27
7430,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,1,1,null,null,null,null,null,1,7,D-57
13018,0,Account Assistance / Mycd Settings,Device Registration Assistance,Registering Kindle To Account,C. Education - Registration Info Provided,null,null,null,null,0,null,0.374049967,100,0,-1,0,3,10,D-17
7227,0,Kindle E-Ink,Touch Screen Defects,Touch Screen Unresponsive,Partial Screen Unresponsive - Hard Restart Fixed,null,null,null,null,1,0,null,null,null,null,null,3,7,D-34
7589,0,Content,Book Syncing & Download Issues,Stuck In To Do Queue,Resent Content - Fixed Issue,Amazon Devices And Kindle Apps,Kindle E-reader,Something else,null,1,0.9,null,null,null,null,null,0,11,D-28
10005,0,Kindle Tablet Apps,App Store,Content,C. Education - App Basic Help/How-To,null,null,null,null,0,0,0.214241638,0,100,-1,0,4,9,D-11
11609,0,Kindle E-Ink,Basic Info / How-To,Setup Wizard,Unable To Skip/Exit - Hard Restart Fixed,null,null,null,null,1,0.2,0.308300847,50,0,0,0,2,14,D-16
6721,0,Kindle Tablet,Lost / Stolen Kindle,Request To Reactivate Recovered Kindle,Verified Ownership - Activated,Order Related,More order issues,Other order question or issue,null,1,2,0.374049967,100,0,-1,0,5,15,D-70
7626,0,Content,Basic Info / How-To,Basic Navigation,C. Education - Go To Function,Amazon Devices And Kindle Apps,Kindle E-reader,Kindle Unlimited,null,0,0,null,null,null,null,null,4,12,D-19
5440,0,Content,Basic Info / How-To,Basic Navigation,C. Education - Page Flip,null,null,null,null,0,0,null,null,null,null,null,0,17,D-70
1230,1,Kindle E-Ink,Battery / Charging Issue,Kindle Won'T Charge,Asked Customer To Call,null,null,null,null,1,0,0.621632447,84.21,5.26,20,0,0,9,D-70
13756,0,Content,Content Returns / Refunds,Accidental Order,Refunded,Carnac Suggested,Something else,Other issues,null,1,0,null,null,null,null,null,0,12,D-57
9750,0,Account Assistance,Device Registration Assistance,Register Fire Tv To Account,C. Education - Registration Info Provided,null,null,null,null,0,0.3,null,null,null,null,null,4,10,D-49
7027,0,Replaced Device,Battery / Charging Issue,Kindle Won'T Charge - No Visible Damage To Usb Port,Unknown Cause,Carnac Suggested,Amazon Devices,Kindle E-reader,null,0,0.3,null,null,null,null,null,0,12,D-70
6017,0,Content,Book Syncing & Download Issues,Stuck In To Do Queue,Info Requested / Instructions Sent,null,null,null,null,0,0,null,null,null,null,null,4,12,D-53
12970,0,Content,Content Returns / Refunds,Accidental Order,Refunded,Digital Services,Kindle eBooks,Kindle E-reader,Problems downloading content,0,null,null,null,null,null,null,5,9,D-70
8037,0,Account Assistance / Mycd Settings,Device Registration Assistance,Registering Kindle To Account,C. Education - Registration Info Provided,Carnac Suggested,Amazon Devices,Kindle E-reader,null,1,0.2,null,null,null,null,null,1,15,D-28
5904,0,Content,Book Syncing & Download Issues,Missing From Cloud/Archived Items,Wireless Troubleshooting Resolved Issue,Digital Services,Kindle eBooks,Kindle E-reader,Problems downloading content,0,null,null,null,null,null,null,4,6,D-70
1307,0,Account Assistance / Mycd Settings,Payment Assistance,1-Click Update,Updated 1-Click Cc,Digital Services,Kindle eBooks,Kindle E-reader,Problems downloading content,1,1,0.268056055,50,0,-1,0,1,15,D-28
8865,0,Amazon Instant Video,Content,Video Subscription,Feature Request,null,null,null,null,1,0.8,0.167583593,0,0,0,4,1,21,D-27
1681,0,Fire Tv / Stick,Hardware Issue,Device Installation,Troubleshooting Resolved Issue,Amazon Devices And Kindle Apps,Fire TV,Something else,null,1,0.05,null,null,null,null,null,2,17,D-49
1180,0,Pre Purchase Info,Accessory,Compatibility,3p Charge Adapter,null,null,null,null,0,0.5,null,null,null,null,null,4,14,D-57
2286,0,Follow-Up Notification,null,null,null,Amazon Devices And Kindle Apps,Fire TV,My Fire Tv Is Frozen Or Wont Turn On,null,1,0,null,null,null,null,null,0,13,D-27
4385,0,Wms / Order Support / Edge-Cases,Incomplete Contact,Dropped/Disconnected,Dropped Immediately,null,null,null,null,1,0.1,0.313139175,37.5,25,0,0,0,12,D-70
755,0,Kindle Tablet Apps,Silk - Web Browser,Settings,C. Education - Clear Data,Carnac Suggested,Amazon Devices,Fire Tablet,null,0,0,null,null,null,null,null,1,15,D-32
12479,0,Fire Tv / Stick,Connection Issues,Won'T Connect To Network,Troubleshooting Resolved Issue,null,null,null,null,1,null,0.167583593,25,0,0,4,4,15,D-45
11128,0,Content,Periodicals & Newsstand,Issue Not Received,Resent Content - Fixed Issue,null,null,null,null,0,1.15,null,null,null,null,null,5,11,D-70
2139,0,Replaced Device,Other,Light Sensor Failure,Unknown Cause,null,null,null,null,0,null,0.414294759,100,0,0,0,4,13,D-16
10925,0,3rd Party Tv / Video,Sling Tv,Refund Request,Within 30 Days - Approved,null,null,null,null,0,0.1,null,null,null,null,null,1,6,D-49
13582,0,Reading App,Not Able To Open Content,Unknown Cause,Uninstall/Reinstall - Fixed The Issue,null,null,null,null,0,null,null,null,null,null,null,0,14,D-23
8103,0,Reading App,Basic Info / How-To,General How-To,null,null,null,null,null,0,0,null,null,null,null,null,0,12,D-22
13685,0,3rd Party Tv / Video,Netflix,Subscriptions,C. Education - General Info,null,null,null,null,0,null,0.167583593,0,0,0,4,5,11,D-70
5812,0,Content,Content Quality,Corrupt - Won'T Open,Undetermined - Filed Tt,Amazon Devices And Kindle Apps,Kindle Fire Tablet,Something else,null,0,0,null,null,null,null,null,3,5,D-17
3202,0,Kindle Tablet,Basic Info / How-To,Basic Navigation,C. Education - Quick Settings Navigation,null,null,null,null,0,0,0.308300847,33.33,0,0,0,6,7,D-17
12247,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,1,0.05,0.25448643,0,100,0,0,2,11,D-17
2848,0,Order Related,Payment Issues,Unknown Charge,null,null,null,null,null,0,0,null,null,null,null,null,0,13,D-16
5473,0,Content,Book Purchase / Availability,Payment Issue,Updated Cc & Billing Addr.,null,null,null,null,0,0,null,null,null,null,null,0,12,D-31
5179,0,Kindle Tablet,Battery / Charging Issue,Kindle Won'T Charge,Charging Related Troubleshooting Given,null,null,null,null,1,0.7,null,null,null,null,null,2,16,D-16
12017,0,Replaced Device,Remote / Controller,Unresponsive,Always,Carnac Suggested,Amazon Devices,Fire TV,null,1,0,0.1273388,0,0,-1,4,3,18,D-45
7345,0,Reading App,Basic Info / How-To,Purchase Content,C. Education - From App,Carnac Suggested,Something else,Other issues,null,0,0.25,0.165075511,0,0,-1,0,1,7,D-29
10586,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,0,0,null,null,null,null,null,0,17,D-25
8601,1,Content,Basic Info / How-To,Basic Navigation,C. Education - Archived Download To Home,null,null,null,null,0,0,0.205320303,28.57,0,100,0,3,6,D-28
6247,0,Kindle E-Ink,Basic Info / How-To,Basic Navigation,C. Education - Language Selector,null,null,null,null,1,0.5,null,null,null,null,null,2,13,D-40
636,0,Content,Kindle Unlimited,Payment / Subscription Issues,How To Cancel,null,null,null,null,1,0,null,null,null,null,null,5,16,D-28
10323,0,Kindle Tablet,Other,Other Software Issues,Restart - Fixed Issue,Amazon Devices And Kindle Apps,Kindle Fire Tablet,Something else,null,1,0.2,null,null,null,null,null,1,16,D-17
2526,0,Kindle Tablet,Lost / Stolen Kindle,Request To Reactivate Recovered Kindle,Verified Ownership - Activated,Amazon Devices And Kindle Apps,Kindle Fire Tablet,I am receiving a registration error,null,0,null,0.374049967,100,0,-1,0,0,19,D-53
1578,0,Content,Kindle First,Title Eligibility,C. Education - How To Find,Digital Services,Kindle eBooks,Kindle Fire Tablet,Something else,1,1.3,null,null,null,null,null,0,19,D-70
5580,0,Content,Content Quality,Corrupt - Won'T Open,Andon Cord  Pulled - Refunded,Digital Services,Kindle eBooks,Kindle Fire Tablet,Something else,1,2,null,null,null,null,null,0,4,D-49
5311,0,Account Assistance,Prime,Subscription / Eligibility,C. Education - Info Requested,Carnac Suggested,Amazon Devices,Fire TV,null,0,0.1,null,null,null,null,null,5,14,D-70
2607,0,Fire Tv / Stick,Software Issue,System,Not Working - Tt Filed,Amazon Devices And Kindle Apps,Fire TV,Something else,null,1,0.35,0.21674972,0,100,0,4,1,7,D-70
5713,0,Video Subscription,Refund/Cancel My Order,Video Subscription,Refund - No Longer Want,Amazon Devices And Kindle Apps,Fire TV,I Have Questions About Apps And Subscriptions Available On Fire Tv,Ive Having Trouble Opening Or Using An App I Downloaded,1,2,null,null,null,null,null,4,10,D-27
3508,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,0,0,null,null,null,null,null,1,7,D-29
5906,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Resent Content - Fixed Issue,null,null,null,null,0,2,null,null,null,null,null,3,20,D-24
6787,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,1,0.3,null,null,null,null,null,0,7,D-70
3091,0,Account Assistance / Mycd Settings,Payment Assistance,1-Click Update,Updated 1-Click Cc,null,null,null,null,0,0,null,null,null,null,null,1,7,D-28
5860,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,1,0,null,null,null,null,null,4,5,D-37
3699,0,Kindle Tablet Apps,App Store,Unable To Open App,Cleared Data - Appstore,Amazon Devices And Kindle Apps,Kindle Fire Tablet,Something else,null,0,null,null,null,null,null,null,5,17,D-16
4448,0,Content,Periodicals & Newsstand,Billing Issues,Cc Updated,My Account,Other account issues,null,null,1,0.25,null,null,null,null,null,5,13,D-57
10447,0,Account Assistance / Mycd Settings,Payment Assistance,Gift Card Balance,Applied Gift Card,Digital Services,Kindle eBooks,Kindle E-reader,Something else,0,null,0.313139175,33.33,33.33,0,0,1,9,D-37
8674,0,Content,Book Purchase / Availability,Payment Issue,Updated Cc & Billing Addr.,null,null,null,null,0,0,0.165075511,0,0,-1,0,6,9,D-34
3276,0,Content,Basic Info / How-To,Basic Navigation,C. Education - Archived Download To Home,null,null,null,null,1,2,null,null,null,null,null,5,12,D-17
8015,1,Content,Book Syncing & Download Issues,Stuck In To Do Queue,Info Requested / Instructions Sent,null,null,null,null,0,0,0.313139175,50,25,0,0,1,6,D-44
4641,0,Content,Book Purchase / Availability,Purchase Content,C. Education - From App,Carnac Suggested,Something else,Other issues,null,1,0,null,null,null,null,null,3,10,D-22
12759,0,Content,Kindle Unlimited,Payment / Subscription Issues,Turned Auto Renew On/Off,null,null,null,null,0,0,0.165075511,28.57,0,-1,0,3,8,D-70
13681,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,0,null,null,null,null,null,null,0,5,D-70
12408,0,Content,"Lend, Borrow And Rent",Textbook Rentals,C. Education - How-To,null,null,null,null,0,null,0.165075511,0,0,-1,0,3,8,D-70
11109,0,Kindle Tablet,Physical Damage/Defect,Screen Issue,Restart - Fixed Issue,null,null,null,null,0,null,0.270564137,50,0,0,4,4,3,D-5
8893,0,Account Assistance / Mycd Settings,Other Account/Mycd Assistance,Other Account Maintenance,Cs Action Taken,Order Related,Payment Issues,Price changed on website,null,1,1.7,null,null,null,null,null,6,8,D-24
4926,0,Account Assistance / Mycd Settings,Device Registration Assistance,Editing Device Info On Account,C. Education - Instructions Provided,null,null,null,null,1,0.1,null,null,null,null,null,5,16,D-70
6460,0,Kindle Tablet,Physical Damage/Defect,Screen Issue,Web Crack Out Of Warranty - No Action Taken,null,null,null,null,0,0.5,0.205320303,0,0,0,0,5,13,D-16
12347,0,Content,Gifting,Email Deleted/Not Received,Resent Email,Non-order related,"E-mail, Contacts, and Calendar",Other Questions About E-mail,null,0,null,null,null,null,null,null,1,19,D-46
7756,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,1,2,null,null,null,null,null,5,17,D-8
4785,0,Content,Content Returns / Refunds,Accidental Order,Refunded,Digital Services,Kindle eBooks,Kindle E-reader,Something else,1,0,null,null,null,null,null,0,6,D-22
6560,0,Reading App,Basic Info / How-To,Download/Install/Upgrade,C. Education - Download New App,null,null,null,null,0,0,0.165075511,0,0,-1,0,4,8,D-62
8224,0,Content,Basic Info / How-To,Basic Navigation,C. Education - Go To Function,null,null,null,null,0,null,null,null,null,null,null,5,7,D-70
1262,0,Replaced Device,Tv Display,Distortion,Ticket Directed To Replace,Returns And Refunds Support,null,null,null,1,0,0.376558049,100,0,100,4,2,14,D-45
431,0,Content,Content Returns / Refunds,Accidental Order,Refunded,Carnac Suggested,Order Related,null,null,1,0.05,null,null,null,null,null,0,4,D-56
3604,0,Replaced Device,Battery / Charging Issue,Kindle Won'T Charge - No Visible Damage To Usb Port,Unknown Cause,null,null,null,null,1,2,null,null,null,null,null,2,14,D-10
7866,1,3rd Party Tv / Video,On Device Subscription Offer,Other On Device Subscription Offer,C. Education - General Info,null,null,null,null,0,0,null,null,null,null,null,5,20,D-49
8202,0,Replaced Device,Screen,Crack On Surface,Unknown Cause Tablet,Carnac Suggested,Amazon Devices,Fire Tablet,null,1,0,0.214241638,0,100,-1,0,0,11,D-17
3893,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,0,null,null,null,null,null,null,5,10,D-16
5492,0,Kindle Tablet,Basic Info / How-To,Basic Navigation,C. Education - Brightness Controls,null,null,null,null,1,0.1,0.313139175,50,25,0,0,2,8,D-70
5290,0,Kindle E-Ink,Other,Other Software Issues,Undetermined - Filed Tt,null,null,null,null,0,0.1,0.414294759,100,0,100,0,3,10,D-44
12715,1,Kindle Tablet,Battery / Charging Issue,Kindle Won'T Charge,Charging Related Troubleshooting Given,Carnac Suggested,Amazon Devices,Fire Tablet,null,0,0.2,null,null,null,null,null,2,19,D-4
11206,0,Kindle Tablet,Battery / Charging Issue,Kindle Won'T Charge,Out Of Warranty - No Action Taken,null,null,null,null,1,0.15,null,null,null,null,null,1,15,D-49
10365,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,1,0,null,null,null,null,null,0,7,D-70
1545,0,Kindle Tablet Apps,Book App,Unable To Download Books,C. Education - Expired Loan/Rental,null,null,null,null,1,2,0.169913838,0,50,-1,0,3,17,D-70
12100,0,Kindle Tablet,Basic Info / How-To,Basic Navigation,C. Education - Archived Remove From Device,null,null,null,null,1,0.95,null,null,null,null,null,5,6,D-37
961,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,0,1.5,null,null,null,null,null,1,6,D-6
8653,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,1,0,null,null,null,null,null,3,15,D-8
5542,0,Kindle Tablet,Basic Info / How-To,Basic Navigation,C. Education - Brightness Controls,Non-order related,Fire Device,Other Questions About Fire,null,1,0.2,null,null,null,null,null,0,13,D-46
9749,0,Content,Content Returns / Refunds,No Longer Needed/Wanted,Refunded,null,null,null,null,1,2,0.414294759,100,0,100,0,5,18,D-38
12167,0,Reading App,Basic Info / How-To,Register,C. Education - Registration Info Provided,Carnac Suggested,Amazon Devices,Fire Tablet,null,1,0.05,null,null,null,null,null,5,14,D-17
11579,0,Companion Device Operations,Bluetooth / Discovery,Unsupported Device,C. Education - Not Supported,null,null,null,null,0,0,0.230319344,40,0,-1,4,5,15,D-49
10,0,Content,Kindle Unlimited,Payment / Subscription Issues,Uknown $9.99 Charge -Kindle Unlimted Membership Fee.,null,null,null,null,1,2,null,null,null,null,null,2,18,D-53
9186,0,Wms / Order Support / Edge-Cases,Promotion Related Issue,Try Before You Buy,C. Education - Promotion Verified,null,null,null,null,1,1.825,0.205320303,0,0,0,0,2,12,D-38
12252,0,Follow-Up Notification,null,null,null,Carnac Suggested,Amazon Devices,Fire Tablet,null,1,0,null,null,null,null,null,0,9,D-16
530,0,3rd Party Tv / Video,On Device Subscription Offer,Other On Device Subscription Offer,C. Education - General Info,null,null,null,null,1,2,null,null,null,null,null,5,1,D-27
9137,0,Content,Book Syncing & Download Issues,Missing From Cloud/Archived Items,Order Declined,null,null,null,null,0,0.3,0.205320303,0,0,0,0,5,14,D-41
5354,0,Wms / Order Support / Edge-Cases,Charge Related Inquiries,Unknown Charge,C. Education - Identified Order,null,null,null,null,0,0,0.205320303,0,0,0,0,2,8,D-29
210,0,Kindle Tablet,Basic Info / How-To,Basic Feature,C. Education - Blue Shade,null,null,null,null,1,0.15,0.268056055,50,0,-1,0,2,19,D-70
446,0,Reading App,Not Able To Sync With Account,Unknown Cause,Deregister/Reregister - Fixed The Issue,null,null,null,null,1,2,null,null,null,null,null,2,12,D-22
7614,0,Kindle Tablet,Basic Info / How-To,"Households, Profiles, And Family Library",C. Education - Set Up,Amazon Devices And Kindle Apps,Kindle reading apps,Something else,null,0,0.075,null,null,null,null,null,6,14,D-29
13586,0,Kindle Tablet Apps,Silk - Web Browser,Settings,C. Education - Flash Not Available,null,null,null,null,0,0,null,null,null,null,null,4,14,D-9
6538,0,Account Assistance / Mycd Settings,Other Account/Mycd Assistance,Other Account Maintenance,Cs Action Taken,null,null,null,null,0,0.5,0.205320303,14.28,14.28,0,0,5,14,D-16
8597,0,Follow-Up Notification,null,null,null,null,null,null,null,1,0,null,null,null,null,null,5,15,D-6
5661,0,Kindle Apps And Widgets,Basic Info / How-To,Download/Install/Upgrade,Send To Kindle For Android,null,null,null,null,0,null,null,null,null,null,null,3,16,D-70
4140,0,Account Assistance / Mycd Settings,Device Registration Assistance,Registering Kindle To Account,C. Education - Registration Info Provided,null,null,null,null,0,0,null,null,null,null,null,3,8,D-67
10372,1,Kindle Tablet,Basic Info / How-To,"Households, Profiles, And Family Library",C. Education -  General Questions,Amazon Devices And Kindle Apps,Kindle reading apps,Something else,null,0,0,null,null,null,null,null,1,18,D-37
8791,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,0,0,null,null,null,null,null,0,7,D-50
8843,0,Kindle Tablet Apps,App Store,Your Apps Library Questions,C. Education - Cloud Vs Device View,null,null,null,null,1,0.45,0.308300847,33.33,16.66,0,0,1,11,D-17
405,0,Replaced Device,Remote / Controller,Button Tactility,Unknown Cause,null,null,null,null,1,2,null,null,null,null,null,0,7,D-27
421,0,Fire Tv / Stick,Basic Info / How-To,Device Installation,C. Education - General Info,null,null,null,null,1,0.325,0.270564137,55.55,11.11,0,4,4,17,D-27
6474,0,Freetime,Freetime Unlimited / Subscription,Cancel/Reactivate Subscription,null,Amazon Devices And Kindle Apps,Kindle Fire Tablet,Something else,null,0,0.2,null,null,null,null,null,3,12,D-16
11499,0,Replaced Device,Remote / Controller,Unresponsive,Always,null,null,null,null,1,1.3,null,null,null,null,null,0,5,D-27
8418,0,Freetime,Freetime Unlimited / Subscription,Cancel/Reactivate Subscription,null,null,null,null,null,0,0,null,null,null,null,null,5,11,D-16
4000,0,Content,Collections,Cloud Collections,C. Education - Create,Prime Or Something Else,Unknown Charge,null,null,1,1.75,0.205320303,0,0,0,0,1,10,D-17
394,0,Content,Gifting,Sent To Wrong E-Mail,Resent Email,Carnac Suggested,Something else,Other issues,null,1,0.2,null,null,null,null,null,3,8,D-70
3506,0,Content,Book Purchase / Availability,Purchase Content,C. Education - Unspecified Method,null,null,null,null,1,1.025,0.268056055,50,0,-1,0,4,12,D-51
3816,0,Content,Book Purchase / Availability,Purchase Content,C. Education - From Device,null,null,null,null,0,0,0.205320303,0,0,0,0,2,13,D-11
1088,0,Content,Content Returns / Refunds,Accidental Order,Refunded,null,null,null,null,1,2,0.25448643,25,100,0,0,3,8,D-70
13540,1,Content,Basic Info / How-To,Basic Navigation,C. Education - Archived Download To Home,Amazon Devices And Kindle Apps,Kindle E-reader,Something else,null,1,0.025,0.272894383,50,50,-1,0,5,7,D-28
8692,0,Wms / Order Support / Edge-Cases,Charge Related Inquiries,Unknown Charge,Filed Unknowncharge Inquiry,null,null,null,null,1,0.5,null,null,null,null,null,0,21,D-29
6610,0,Kindle Tablet,Software Update,C. Education - Instructions Provided,null,null,null,null,null,0,0.1,0.205320303,0,0,0,0,4,7,D-28
12887,0,Replaced Device,Fire Tv / Stick Interior Hardware,Loose / Rattling,Unknown Cause,null,null,null,null,1,0.2,0.176504927,0,100,-1,4,2,18,D-49
10890,0,Content,Book Syncing & Download Issues,Shows Completed / Not On Homepage,Info Requested / Instructions Sent,null,null,null,null,0,null,0.214241638,0,100,-1,0,5,12,D-22
372,0,Content,"Lend, Borrow And Rent",Owners Lending Library Prime,C. Education - How To,Digital Services,Kindle eBooks,Kindle E-reader,Something else,1,0,null,null,null,null,null,0,5,D-50
3641,1,Content,Content Returns / Refunds,Accidental Order,Refunded,Digital Services,Kindle eBooks,Kindle E-reader,Something else,1,0,null,null,null,null,null,0,8,D-70
5001,0,Content,Kindle First,Returning/Cancel Kindle First Book Pre-Order,C. Education - Kindle First Book Return Policy,Amazon Devices And Kindle Apps,Kindle Fire Tablet,Something else,null,1,0,null,null,null,null,null,0,13,D-37
7760,1,Fire Tv / Stick,Connection Issues,Customer Does Not Have Internet Service,Helped Customer Return The Device,null,null,null,null,1,0,0.583895737,66.66,0,0,4,4,8,D-70
993,0,Content,Periodicals & Newsstand,Cancelling Trial Or Subscription,Cancelled Subscription,null,null,null,null,0,0.7,0.214241638,0,100,-1,0,5,10,D-70
339,0,Content,Book Syncing & Download Issues,Stuck In To Do Queue,Hard Restart - Fixed Issue,null,null,null,null,1,0.225,null,null,null,null,null,6,13,D-5
794,0,Content,"Lend, Borrow And Rent",Public Libraries,C. Education - General,null,null,null,null,0,null,null,null,null,null,null,6,11,D-70
12910,0,Kindle Tablet,Device Freezes / Restarts,Unresponsive / Frozen,Restart - Fixed Issue,Digital Services,"Apps, Appstore or GameCircle",Payment,null,0,null,null,null,null,null,null,0,15,D-70
7441,0,Content,Kindle Unlimited,C. Education,Limit Reached - Book / Magazine,null,null,null,null,1,0,null,null,null,null,null,1,13,D-29
10998,0,Content,Kindle Unlimited,Payment / Subscription Issues,Subscription Refunded,null,null,null,null,1,0.05,null,null,null,null,null,0,11,D-57
8947,0,Wms / Order Support / Edge-Cases,Incomplete Contact,Dropped/Disconnected,Dropped Immediately,null,null,null,null,0,null,null,null,null,null,null,2,4,D-70
12274,0,Fire Tv Remote,Fire Tv Remote Issues,Pair / Unpair,Troubleshooting Resolved Issue,null,null,null,null,1,0.15,null,null,null,null,null,1,13,D-70
11368,0,Freetime,Freetime Unlimited / Subscription,Refund,null,null,null,null,null,0,0,null,null,null,null,null,2,11,D-16
5784,0,Account Assistance / Mycd Settings,Payment Assistance,1-Click Update,C. Education - Instructions Provided,null,null,null,null,1,0,null,null,null,null,null,6,9,D-37
5356,1,Wms / Order Support / Edge-Cases,Charge Related Inquiries,Unknown Charge,C. Education - Identified Order,null,null,null,null,0,0.3,null,null,null,null,null,1,2,D-22
11050,0,3rd Party Tv / Video,Sling Tv,Refund Request,Within 30 Days - Approved,null,null,null,null,1,0,null,null,null,null,null,1,14,D-49
